sep=;
FrameUpdate;FrameFixed;OVRInputLTouchPositionX;OVRInputLTouchPositionY;OVRInputLTouchPositionZ;OVRInputLTouchSpeed;OVRInputLTouchVelocityX;OVRInputLTouchVelocityY;OVRInputLTouchVelocityZ;OVRInputLTouchAccelerationX;OVRInputLTouchAccelerationY;OVRInputLTouchAccelerationZ;OVRInputLTouchAccelerationStrength;OVRInputLTouchOrientationX;OVRInputLTouchOrientationY;OVRInputLTouchOrientationZ;OVRInputLTouchOrientationW;OVRInputLTouchAngSpeed;OVRInputLTouchAngVelocityX;OVRInputLTouchAngVelocityY;OVRInputLTouchAngVelocityZ;OVRInputLTouchAngAccelerationX;OVRInputLTouchAngAccelerationY;OVRInputLTouchAngAccelerationZ;OVRInputLTouchAngAccelerationStrength;OVRInputRTouchPositionX;OVRInputRTouchPositionY;OVRInputRTouchPositionZ;OVRInputRTouchSpeed;OVRInputRTouchVelocityX;OVRInputRTouchVelocityY;OVRInputRTouchVelocityZ;OVRInputRTouchAccelerationX;OVRInputRTouchAccelerationY;OVRInputRTouchAccelerationZ;OVRInputRTouchAccelerationStrength;OVRInputRTouchOrientationX;OVRInputRTouchOrientationY;OVRInputRTouchOrientationZ;OVRInputRTouchOrientationW;OVRInputRTouchAngSpeed;OVRInputRTouchAngVelocityX;OVRInputRTouchAngVelocityY;OVRInputRTouchAngVelocityZ;OVRInputRTouchAngAccelerationX;OVRInputRTouchAngAccelerationY;OVRInputRTouchAngAccelerationZ;OVRInputRTouchAngAccelerationStrength;RawButton.None;RawTouch.None;RawNearTouch.None;RawAxis1D.None;RawAxis2D.None;OVRNodeHeadPositionX;OVRNodeHeadPositionY;OVRNodeHeadPositionZ;OVRNodeHeadSpeed;OVRNodeHeadVelocityX;OVRNodeHeadVelocityY;OVRNodeHeadVelocityZ;OVRNodeHeadAccelerationX;OVRNodeHeadAccelerationY;OVRNodeHeadAccelerationZ;OVRNodeHeadAccelerationStrength;OVRNodeHeadOrientationX;OVRNodeHeadOrientationY;OVRNodeHeadOrientationZ;OVRNodeHeadOrientationW;OVRNodeHeadAngSpeed;OVRNodeHeadAngVelocityX;OVRNodeHeadAngVelocityY;OVRNodeHeadAngVelocityZ;OVRNodeHeadAngAccelerationX;OVRNodeHeadAngAccelerationY;OVRNodeHeadAngAccelerationZ;OVRNodeHeadAngAccelerationStrength;teleportInfo;Command
1788;2977;0.005706877;1.080354;0.1033257;0.05957029;-0.006202344;-0.03124208;0.05033968;0;0;0;0;-0.2878222;0.0285263;0.09430988;0.9526019;0.4651529;-0.4383464;0.1512282;-0.0367384;0;0;0;0;0.1032646;1.084433;0.1062492;0.06954563;0.0415924;0.05503685;-0.008809801;0;0;0;0;0.2521099;-0.08248281;0.005328033;-0.9641622;0.8638545;0.378161;-0.649264;-0.4262571;0;0;0;0;None;None;None;None;None;0.04615787;1.300791;-0.1584275;0.006828691;-0.005004908;-0.0001957189;-0.004641509;0;0;0;0;-0.05825327;0.09492152;-0.009165348;0.9937366;0.03969684;0.004137347;-0.03815195;0.01015631;0;0;0;0;0;
1789;2978;0.004834563;1.080455;0.1046752;0.05689858;-0.03012366;-0.02057024;0.04366783;0;0;0;0;-0.2809205;0.01233089;0.09544369;0.9548938;0.5835218;-0.3524091;0.4621255;0.05239889;0;0;0;0;0.1041824;1.084716;0.1047545;0.06618535;0.03129607;0.04689969;-0.0346623;0;0;0;0;0.2647066;-0.08808679;0.000758584;-0.9602971;0.7567797;0.5289427;-0.4204537;-0.3408135;0;0;0;0;None;None;None;None;None;0.04590918;1.300901;-0.158249;0.007161845;-0.005449696;0.001401205;-0.004430515;0;0;0;0;-0.05946693;0.09567391;-0.008819919;0.9935957;0.04645294;0.0286055;-0.03607027;0.006207752;0;0;0;0;0;
1789;2979;0.004834563;1.080455;0.1046752;0.05689858;-0.03012366;-0.02057024;0.04366783;0;0;0;0;-0.2809205;0.01233089;0.09544369;0.9548938;0.5835218;-0.3524091;0.4621255;0.05239889;0;0;0;0;0.1041824;1.084716;0.1047545;0.06618535;0.03129607;0.04689969;-0.0346623;0;0;0;0;0.2647066;-0.08808679;0.000758584;-0.9602971;0.7567797;0.5289427;-0.4204537;-0.3408135;0;0;0;0;None;None;None;None;None;0.04590918;1.300901;-0.158249;0.007161845;-0.005449696;0.001401205;-0.004430515;0;0;0;0;-0.05946693;0.09567391;-0.008819919;0.9935957;0.04645294;0.0286055;-0.03607027;0.006207752;0;0;0;0;0;
1790;2980;0.005798538;1.080515;0.1064185;0.05525385;0.005678231;-0.01934246;0.05144526;0;0;0;0;-0.2732907;0.01148879;0.08390972;0.9581959;0.5952054;-0.4343738;0.2245073;0.3393896;0;0;0;0;0.1038287;1.083859;0.1027249;0.03914142;-0.01225326;0.01579844;-0.03364993;0;0;0;0;0.2663824;-0.02315329;0.0219971;-0.9633382;1.401854;0.2469231;1.075538;0.8645479;0;0;0;0;None;None;None;None;None;0.04580731;1.301195;-0.1581655;0.008388896;-0.006813117;0.003037891;-0.003837479;0;0;0;0;-0.05987231;0.09590851;-0.00832772;0.993553;0.05064239;0.03806682;-0.02863784;0.01718846;0;0;0;0;0;
1790;2981;0.005798538;1.080515;0.1064185;0.05525385;0.005678231;-0.01934246;0.05144526;0;0;0;0;-0.2732907;0.01148879;0.08390972;0.9581959;0.5952054;-0.4343738;0.2245073;0.3393896;0;0;0;0;0.1038287;1.083859;0.1027249;0.03914142;-0.01225326;0.01579844;-0.03364993;0;0;0;0;0.2663824;-0.02315329;0.0219971;-0.9633382;1.401854;0.2469231;1.075538;0.8645479;0;0;0;0;None;None;None;None;None;0.04580731;1.301195;-0.1581655;0.008388896;-0.006813117;0.003037891;-0.003837479;0;0;0;0;-0.05987231;0.09590851;-0.00832772;0.993553;0.05064239;0.03806682;-0.02863784;0.01718846;0;0;0;0;0;
1791;2982;0.005857143;1.080572;0.1067259;0.02733538;0.006979079;-0.005605721;0.02582812;0;0;0;0;-0.2755112;0.01010687;0.07789129;0.9580837;0.3748539;-0.1659359;0.1121952;0.3168485;0;0;0;0;0.1057053;1.08508;0.1029113;0.04394549;0.03878485;0.01563212;-0.01351214;0;0;0;0;0.2646123;-0.02809284;0.04647272;-0.9628247;1.045903;0.04641552;0.3571198;0.9819489;0;0;0;0;None;None;None;None;None;0.04524211;1.301083;-0.1579211;0.01140643;-0.01030414;2.948954E-05;-0.004891866;0;0;0;0;-0.05979125;0.09526677;-0.008742299;0.993616;0.01349133;0.01134992;0.004904168;-0.005398573;0;0;0;0;0;
1792;2983;0.004469347;1.081195;0.1071389;0.03705193;-0.03019143;0.006622784;0.0204319;0;0;0;0;-0.2761551;-0.01016876;0.08023997;0.9577038;0.6325681;-0.07112854;0.5464579;0.310591;0;0;0;0;0.1029774;1.083776;0.1025176;0.0427169;-0.0402152;0.0001604613;-0.01440297;0;0;0;0;0.2666604;-0.01653342;0.02399924;-0.9633498;0.7271651;0.09194952;0.6847785;0.2267;0;0;0;0;None;None;None;None;None;0.04482187;1.30096;-0.1577071;0.01332152;-0.01189192;-0.001421995;-0.005832923;0;0;0;0;-0.0592966;0.09462791;-0.008587718;0.9937081;0.01925001;-0.003674519;0.01880014;0.001901498;0;0;0;0;0;
1792;2984;0.004469347;1.081195;0.1071389;0.03705193;-0.03019143;0.006622784;0.0204319;0;0;0;0;-0.2761551;-0.01016876;0.08023997;0.9577038;0.6325681;-0.07112854;0.5464579;0.310591;0;0;0;0;0.1029774;1.083776;0.1025176;0.0427169;-0.0402152;0.0001604613;-0.01440297;0;0;0;0;0.2666604;-0.01653342;0.02399924;-0.9633498;0.7271651;0.09194952;0.6847785;0.2267;0;0;0;0;None;None;None;None;None;0.04482187;1.30096;-0.1577071;0.01332152;-0.01189192;-0.001421995;-0.005832923;0;0;0;0;-0.0592966;0.09462791;-0.008587718;0.9937081;0.01925001;-0.003674519;0.01880014;0.001901498;0;0;0;0;0;
1793;2985;0.006924762;1.081558;0.1088757;0.04405902;0.02735907;0.001415267;0.03450616;0;0;0;0;-0.266839;-0.008922737;0.06026762;0.9618134;0.6827079;-0.2796367;0.1549933;0.6032168;0;0;0;0;0.09942519;1.082336;0.1034836;0.09339514;-0.0886394;-0.02735946;0.01082452;0;0;0;0;0.2571421;-0.01390643;0.0002562676;-0.9662735;0.717564;-0.1896885;0.6140693;-0.3191163;0;0;0;0;None;None;None;None;None;0.04447477;1.300948;-0.1575963;0.0145539;-0.01285991;-0.001794297;-0.006574145;0;0;0;0;-0.05934342;0.09331871;-0.008170789;0.9938326;0.04450591;-0.00282339;0.04326969;0.0100269;0;0;0;0;0;
1793;2986;0.006924762;1.081558;0.1088757;0.04405902;0.02735907;0.001415267;0.03450616;0;0;0;0;-0.266839;-0.008922737;0.06026762;0.9618134;0.6827079;-0.2796367;0.1549933;0.6032168;0;0;0;0;0.09942519;1.082336;0.1034836;0.09339514;-0.0886394;-0.02735946;0.01082452;0;0;0;0;0.2571421;-0.01390643;0.0002562676;-0.9662735;0.717564;-0.1896885;0.6140693;-0.3191163;0;0;0;0;None;None;None;None;None;0.04447477;1.300948;-0.1575963;0.0145539;-0.01285991;-0.001794297;-0.006574145;0;0;0;0;-0.05934342;0.09331871;-0.008170789;0.9938326;0.04450591;-0.00282339;0.04326969;0.0100269;0;0;0;0;0;
1794;2987;0.007142598;1.080567;0.10733;0.02814434;0.02675683;-0.008621523;0.001358329;0;0;0;0;-0.2706839;0.009485945;0.06485208;0.9604345;0.3261821;-0.1155568;-0.2946101;0.07903355;0;0;0;0;0.1000642;1.082193;0.1044915;0.03684797;-0.005643063;-0.02822287;0.02300867;0;0;0;0;0.2480057;-0.02209591;0.02492795;-0.9681857;0.4768117;-0.3308564;-0.05118898;0.3395043;0;0;0;0;None;None;None;None;None;0.04411443;1.300788;-0.1574818;0.0132804;-0.0111685;-0.003769739;-0.006117414;0;0;0;0;-0.05850565;0.09400789;-0.008361417;0.9938157;0.02275965;-0.01954982;0.01114757;-0.003396737;0;0;0;0;0;
1795;2988;0.006413459;1.080399;0.1070892;0.0118383;-0.003857531;-0.003592824;-0.01059983;0;0;0;0;-0.2734374;0.002932035;0.06878469;0.9594228;0.1292833;0.008950536;-0.1179998;-0.05205874;0;0;0;0;0.100178;1.081501;0.1050346;0.0404533;0.00394978;-0.03230506;0.02402608;0;0;0;0;0.2405379;-0.02369128;0.03397788;-0.9697555;0.5037813;-0.3458903;-0.1100832;0.3493382;0;0;0;0;None;None;None;None;None;0.04384812;1.300655;-0.1572756;0.01113436;-0.008985253;-0.003463235;-0.005589733;0;0;0;0;-0.05862974;0.09496991;-0.006784874;0.9937289;0.03528852;-0.007822617;-0.01613531;0.03039306;0;0;0;0;0;
1795;2989;0.006413459;1.080399;0.1070892;0.0118383;-0.003857531;-0.003592824;-0.01059983;0;0;0;0;-0.2734374;0.002932035;0.06878469;0.9594228;0.1292833;0.008950536;-0.1179998;-0.05205874;0;0;0;0;0.100178;1.081501;0.1050346;0.0404533;0.00394978;-0.03230506;0.02402608;0;0;0;0;0.2405379;-0.02369128;0.03397788;-0.9697555;0.5037813;-0.3458903;-0.1100832;0.3493382;0;0;0;0;None;None;None;None;None;0.04384812;1.300655;-0.1572756;0.01113436;-0.008985253;-0.003463235;-0.005589733;0;0;0;0;-0.05862974;0.09496991;-0.006784874;0.9937289;0.03528852;-0.007822617;-0.01613531;0.03039306;0;0;0;0;0;
1796;2990;0.00328092;1.079556;0.105002;0.04569916;-0.03717479;-0.003926176;-0.02628753;0;0;0;0;-0.2761235;0.0404909;0.1023399;0.9547999;0.9989368;0.06411356;-0.4941242;-0.8657975;0;0;0;0;0.09984647;1.080571;0.1053594;0.04948932;0.003052305;-0.04238605;0.02536333;0;0;0;0;0.2332189;-0.01970756;0.03895412;-0.9714438;0.5883716;-0.4197713;-0.04597376;0.4097067;0;0;0;0;None;None;None;None;None;0.04362167;1.300652;-0.1570665;0.01106979;-0.008762581;-0.002636127;-0.006229633;0;0;0;0;-0.05889828;0.09461275;-0.00664176;0.9937481;0.03392825;0.003802327;-0.007234055;0.03292927;0;0;0;0;0;
1796;2991;0.00328092;1.079556;0.105002;0.04569916;-0.03717479;-0.003926176;-0.02628753;0;0;0;0;-0.2761235;0.0404909;0.1023399;0.9547999;0.9989368;0.06411356;-0.4941242;-0.8657975;0;0;0;0;0.09984647;1.080571;0.1053594;0.04948932;0.003052305;-0.04238605;0.02536333;0;0;0;0;0.2332189;-0.01970756;0.03895412;-0.9714438;0.5883716;-0.4197713;-0.04597376;0.4097067;0;0;0;0;None;None;None;None;None;0.04362167;1.300652;-0.1570665;0.01106979;-0.008762581;-0.002636127;-0.006229633;0;0;0;0;-0.05889828;0.09461275;-0.00664176;0.9937481;0.03392825;0.003802327;-0.007234055;0.03292927;0;0;0;0;0;
1797;2992;0.002977405;1.079021;0.1044654;0.04211116;-0.01262686;0.009852789;-0.03894656;0;0;0;0;-0.2924781;0.03196377;0.08347201;0.9520858;0.5947266;0.4814062;-0.347952;-0.02961783;0;0;0;0;0.101145;1.080422;0.1076845;0.09868062;0.04325312;-0.06471691;0.06065274;0;0;0;0;0.210239;-0.01981566;0.0661348;-0.9752092;1.320248;-0.8855269;-0.2271923;0.9525135;0;0;0;0;None;None;None;None;None;0.04380924;1.300648;-0.1567891;0.008320365;-0.005258822;-0.002132811;-0.006084766;0;0;0;0;-0.05914103;0.09580839;-0.006576203;0.9936196;0.0406981;0.01256093;-0.03381847;0.01883799;0;0;0;0;0;
1798;2993;0.001942633;1.078832;0.1034358;0.05211937;-0.006599505;0.02059227;-0.04742187;0;0;0;0;-0.3085012;0.03921296;0.07565691;0.9473993;0.7698163;0.636457;-0.4275675;0.06874403;0;0;0;0;0.102393;1.080337;0.1099036;0.1071107;0.04807474;-0.06874771;0.06659786;0;0;0;0;0.1842393;-0.006034848;0.1037608;-0.9773705;1.734681;-1.060537;-0.04512563;1.371985;0;0;0;0;None;None;None;None;None;0.04356775;1.300655;-0.1564893;0.008794047;-0.005634497;-0.001077439;-0.006665345;0;0;0;0;-0.05935984;0.09529322;-0.006384812;0.9936573;0.02465082;0.0145528;-0.01234753;0.01560184;0;0;0;0;0;
1798;2994;0.001942633;1.078832;0.1034358;0.05211937;-0.006599505;0.02059227;-0.04742187;0;0;0;0;-0.3085012;0.03921296;0.07565691;0.9473993;0.7698163;0.636457;-0.4275675;0.06874403;0;0;0;0;0.102393;1.080337;0.1099036;0.1071107;0.04807474;-0.06874771;0.06659786;0;0;0;0;0.1842393;-0.006034848;0.1037608;-0.9773705;1.734681;-1.060537;-0.04512563;1.371985;0;0;0;0;None;None;None;None;None;0.04356775;1.300655;-0.1564893;0.008794047;-0.005634497;-0.001077439;-0.006665345;0;0;0;0;-0.05935984;0.09529322;-0.006384812;0.9936573;0.02465082;0.0145528;-0.01234753;0.01560184;0;0;0;0;0;
1799;2995;0.001475533;1.07884;0.1039122;0.03032834;-0.02162008;0.00726045;-0.01999165;0;0;0;0;-0.3007182;0.03981075;0.08574235;0.9490163;0.3682741;0.2582212;-0.1921236;-0.1789863;0;0;0;0;0.1020394;1.080588;0.10987;0.06263794;0.02847272;-0.03642816;0.04225878;0;0;0;0;0.1894615;-0.01163197;0.09600061;-0.9771146;0.9125152;-0.579088;-0.122236;0.6945498;0;0;0;0;None;None;None;None;None;0.0433146;1.300502;-0.1562532;0.01028907;-0.006769672;-0.002657587;-0.007278304;0;0;0;0;-0.05859037;0.09456225;-0.006605345;0.9937714;0.01865621;-0.01004937;0.01511815;0.004301845;0;0;0;0;0;
1799;2996;0.001475533;1.07884;0.1039122;0.03032834;-0.02162008;0.00726045;-0.01999165;0;0;0;0;-0.3007182;0.03981075;0.08574235;0.9490163;0.3682741;0.2582212;-0.1921236;-0.1789863;0;0;0;0;0.1020394;1.080588;0.10987;0.06263794;0.02847272;-0.03642816;0.04225878;0;0;0;0;0.1894615;-0.01163197;0.09600061;-0.9771146;0.9125152;-0.579088;-0.122236;0.6945498;0;0;0;0;None;None;None;None;None;0.0433146;1.300502;-0.1562532;0.01028907;-0.006769672;-0.002657587;-0.007278304;0;0;0;0;-0.05859037;0.09456225;-0.006605345;0.9937714;0.01865621;-0.01004937;0.01511815;0.004301845;0;0;0;0;0;
1800;2997;0.001344977;1.077679;0.1029947;0.028237;-0.01117864;-0.01627216;-0.02018868;0;0;0;0;-0.2934949;0.05799842;0.1002573;0.948918;0.7940621;-0.02084883;-0.5198403;-0.5998883;0;0;0;0;0.1014972;1.080607;0.1088159;0.01824645;0.01054037;-0.006892234;0.01320343;0;0;0;0;0.2036643;-0.02070726;0.07729484;-0.9757651;0.2014361;-0.05560719;-0.1889233;0.04233601;0;0;0;0;None;None;None;None;None;0.04334324;1.300517;-0.1561074;0.008281361;-0.004586629;-0.001091097;-0.006808325;0;0;0;0;-0.05914824;0.09458385;-0.00629335;0.9937383;0.01804187;0.0112278;0.01035664;0.009601328;0;0;0;0;0;
1801;2998;0.002037838;1.077793;0.1037899;0.0169159;-0.002693321;-0.01666673;0.001055523;0;0;0;0;-0.2913046;0.0438309;0.09111811;0.9512718;0.08481727;-0.06117994;0.04842551;0.03325588;0;0;0;0;0.1033887;1.081591;0.1089372;0.04365765;0.04172229;0.01270285;0.001969527;0;0;0;0;0.2059797;-0.02901856;0.08963212;-0.9740105;0.3859647;0.06581268;-0.2870207;0.2495127;0;0;0;0;None;None;None;None;None;0.0432394;1.300536;-0.155926;0.007805661;-0.00475854;-0.0004079248;-0.006173997;0;0;0;0;-0.05884159;0.09397045;-0.007373263;0.9938073;0.02636976;-0.001447988;0.01790345;-0.01930631;0;0;0;0;0;
1801;2999;0.002037838;1.077793;0.1037899;0.0169159;-0.002693321;-0.01666673;0.001055523;0;0;0;0;-0.2913046;0.0438309;0.09111811;0.9512718;0.08481727;-0.06117994;0.04842551;0.03325588;0;0;0;0;0.1033887;1.081591;0.1089372;0.04365765;0.04172229;0.01270285;0.001969527;0;0;0;0;0.2059797;-0.02901856;0.08963212;-0.9740105;0.3859647;0.06581268;-0.2870207;0.2495127;0;0;0;0;None;None;None;None;None;0.0432394;1.300536;-0.155926;0.007805661;-0.00475854;-0.0004079248;-0.006173997;0;0;0;0;-0.05884159;0.09397045;-0.007373263;0.9938073;0.02636976;-0.001447988;0.01790345;-0.01930631;0;0;0;0;0;
1802;3000;0.001117999;1.077389;0.1035715;0.03020534;-0.02934054;-0.007157328;0.0005173746;0;0;0;0;-0.2899051;0.03927175;0.102317;0.9507597;0.3184887;-0.02688329;0.2006649;-0.2458576;0;0;0;0;0.102832;1.082161;0.1093422;0.02827257;0.01404287;0.02139659;0.01201341;0;0;0;0;0.2072867;-0.02974015;0.0794183;-0.9745976;0.2325726;0.08809054;-0.1736588;-0.1271719;0;0;0;0;None;None;None;None;None;0.04318063;1.30046;-0.1557326;0.006365632;-0.003124979;-0.0010142;-0.005452264;0;0;0;0;-0.05855219;0.09466109;-0.006543657;0.9937646;0.01429683;-0.009937688;-0.004612485;0.009185141;0;0;0;0;0;
1802;3001;0.001117999;1.077389;0.1035715;0.03020534;-0.02934054;-0.007157328;0.0005173746;0;0;0;0;-0.2899051;0.03927175;0.102317;0.9507597;0.3184887;-0.02688329;0.2006649;-0.2458576;0;0;0;0;0.102832;1.082161;0.1093422;0.02827257;0.01404287;0.02139659;0.01201341;0;0;0;0;0.2072867;-0.02974015;0.0794183;-0.9745976;0.2325726;0.08809054;-0.1736588;-0.1271719;0;0;0;0;None;None;None;None;None;0.04318063;1.30046;-0.1557326;0.006365632;-0.003124979;-0.0010142;-0.005452264;0;0;0;0;-0.05855219;0.09466109;-0.006543657;0.9937646;0.01429683;-0.009937688;-0.004612485;0.009185141;0;0;0;0;0;
1803;3002;0.0005228508;1.077322;0.1042287;0.04342073;-0.03885674;-0.01291226;0.01444948;0;0;0;0;-0.2826662;0.04163086;0.1125629;0.9516808;0.4920868;-0.1725507;0.1870567;-0.4211715;0;0;0;0;0.1021291;1.083147;0.1096637;0.04121592;-0.008666032;0.04027025;-0.001399633;0;0;0;0;0.2165057;-0.03778163;0.05935019;-0.973743;0.7059774;0.3799925;-0.1523192;-0.5751597;0;0;0;0;None;None;None;None;None;0.04310368;1.300604;-0.1556409;0.007050153;-0.00386969;0.001310526;-0.005745666;0;0;0;0;-0.05924396;0.09424499;-0.006154749;0.9937657;0.01982705;0.01334965;0.0113717;0.009251106;0;0;0;0;0;
1804;3003;-0.0001889732;1.077465;0.1056118;0.04105426;-0.03610336;-0.002244429;0.01941551;0;0;0;0;-0.28213;0.0210595;0.1083226;0.9530086;0.4881841;-0.04503997;0.4838729;0.04649882;0;0;0;0;0.1025754;1.08326;0.1073744;0.0641532;-0.0214421;0.04669565;-0.03841076;0;0;0;0;0.2399336;-0.0374549;0.03665796;-0.9693736;1.019055;0.6921191;0.0817508;-0.7434783;0;0;0;0;None;None;None;None;None;0.04295453;1.300625;-0.155186;0.006914199;-0.003145579;0.001068844;-0.006063749;0;0;0;0;-0.05969354;0.09394425;-0.006651157;0.993764;0.01842496;0.01344461;0.00955218;-0.00821447;0;0;0;0;0;
1804;3004;-0.0001889732;1.077465;0.1056118;0.04105426;-0.03610336;-0.002244429;0.01941551;0;0;0;0;-0.28213;0.0210595;0.1083226;0.9530086;0.4881841;-0.04503997;0.4838729;0.04649882;0;0;0;0;0.1025754;1.08326;0.1073744;0.0641532;-0.0214421;0.04669565;-0.03841076;0;0;0;0;0.2399336;-0.0374549;0.03665796;-0.9693736;1.019055;0.6921191;0.0817508;-0.7434783;0;0;0;0;None;None;None;None;None;0.04295453;1.300625;-0.155186;0.006914199;-0.003145579;0.001068844;-0.006063749;0;0;0;0;-0.05969354;0.09394425;-0.006651157;0.993764;0.01842496;0.01344461;0.00955218;-0.00821447;0;0;0;0;0;
1805;3005;-0.001274901;1.077606;0.105409;0.06894678;-0.06530172;0.01974574;-0.009972491;0;0;0;0;-0.293042;-0.006792181;0.1090873;0.9498317;1.141926;0.4141753;1.036913;0.2393045;0;0;0;0;0.1008405;1.083131;0.106695;0.06855742;-0.04380972;0.04137408;-0.03269578;0;0;0;0;0.2462994;-0.03777459;0.02703458;-0.96808;1.003509;0.6222072;0.1059939;-0.7801629;0;0;0;0;None;None;None;None;None;0.04294978;1.300539;-0.1550806;0.006575825;-0.002816822;-0.0001096513;-0.005940957;0;0;0;0;-0.05949431;0.09417179;-0.006250108;0.993757;0.007926672;0.004914322;0.003128169;0.005375511;0;0;0;0;0;
1805;3006;-0.001274901;1.077606;0.105409;0.06894678;-0.06530172;0.01974574;-0.009972491;0;0;0;0;-0.293042;-0.006792181;0.1090873;0.9498317;1.141926;0.4141753;1.036913;0.2393045;0;0;0;0;0.1008405;1.083131;0.106695;0.06855742;-0.04380972;0.04137408;-0.03269578;0;0;0;0;0.2462994;-0.03777459;0.02703458;-0.96808;1.003509;0.6222072;0.1059939;-0.7801629;0;0;0;0;None;None;None;None;None;0.04294978;1.300539;-0.1550806;0.006575825;-0.002816822;-0.0001096513;-0.005940957;0;0;0;0;-0.05949431;0.09417179;-0.006250108;0.993757;0.007926672;0.004914322;0.003128169;0.005375511;0;0;0;0;0;
1806;3007;-0.0006396216;1.076874;0.1025608;0.07516617;-0.01665664;0.0361752;-0.06374844;0;0;0;0;-0.3247356;-0.01470947;0.09841769;0.9405553;1.192659;0.9691896;0.5625753;0.4081871;0;0;0;0;0.1008023;1.083268;0.1076796;0.02879819;-0.02080209;0.01952356;-0.003929263;0;0;0;0;0.243804;-0.03688962;0.02849535;-0.9687037;0.4202463;0.2616573;0.07956461;-0.3190797;0;0;0;0;None;None;None;None;None;0.04278315;1.300428;-0.1547991;0.007363849;-0.003421956;-0.001398134;-0.006368808;0;0;0;0;-0.05934765;0.09373351;-0.006488359;0.9938057;0.01200523;-0.002546107;0.01125801;-0.003301506;0;0;0;0;0;
1807;3008;-0.0009050011;1.07684;0.1025133;0.06337158;-0.02134134;0.03182528;-0.0504743;0;0;0;0;-0.3298846;-0.02996075;0.09529925;0.9387207;1.136139;0.8095058;0.6684486;0.434382;0;0;0;0;0.1007078;1.083325;0.107636;0.02325022;-0.01388234;0.01815341;-0.004278671;0;0;0;0;0.2458403;-0.04086637;0.02452284;-0.968138;0.4174405;0.2368459;-0.01465035;-0.3434326;0;0;0;0;None;None;None;None;None;0.04280958;1.300333;-0.1546141;0.007037506;-0.001819776;-0.002086174;-0.006470145;0;0;0;0;-0.05922471;0.09450462;-0.006117252;0.9937423;0.01511114;-0.003512921;-0.01129639;0.009402002;0;0;0;0;0;
1807;3009;-0.0009050011;1.07684;0.1025133;0.06337158;-0.02134134;0.03182528;-0.0504743;0;0;0;0;-0.3298846;-0.02996075;0.09529925;0.9387207;1.136139;0.8095058;0.6684486;0.434382;0;0;0;0;0.1007078;1.083325;0.107636;0.02325022;-0.01388234;0.01815341;-0.004278671;0;0;0;0;0.2458403;-0.04086637;0.02452284;-0.968138;0.4174405;0.2368459;-0.01465035;-0.3434326;0;0;0;0;None;None;None;None;None;0.04280958;1.300333;-0.1546141;0.007037506;-0.001819776;-0.002086174;-0.006470145;0;0;0;0;-0.05922471;0.09450462;-0.006117252;0.9937423;0.01511114;-0.003512921;-0.01129639;0.009402002;0;0;0;0;0;
1808;3010;0.0002961392;1.077648;0.1032551;0.04688307;-0.003027236;0.03493086;-0.03112383;0;0;0;0;-0.3273832;-0.0461069;0.0880311;0.9396515;1.148085;0.5678013;0.7915452;0.6075833;0;0;0;0;0.09996951;1.08273;0.1075869;0.04176325;-0.03433771;0.02128536;-0.01058413;0;0;0;0;0.2546847;-0.05084083;-0.002773557;-0.9656827;1.024316;0.4156561;-0.07088162;-0.9335032;0;0;0;0;None;None;None;None;None;0.04282015;1.300265;-0.1544536;0.007317225;-0.001168475;-0.002716356;-0.00669312;0;0;0;0;-0.05853986;0.09475927;-0.005248955;0.9937637;0.03555715;-0.01529889;-0.0132072;0.02925449;0;0;0;0;0;
1808;3011;0.0002961392;1.077648;0.1032551;0.04688307;-0.003027236;0.03493086;-0.03112383;0;0;0;0;-0.3273832;-0.0461069;0.0880311;0.9396515;1.148085;0.5678013;0.7915452;0.6075833;0;0;0;0;0.09996951;1.08273;0.1075869;0.04176325;-0.03433771;0.02128536;-0.01058413;0;0;0;0;0.2546847;-0.05084083;-0.002773557;-0.9656827;1.024316;0.4156561;-0.07088162;-0.9335032;0;0;0;0;None;None;None;None;None;0.04282015;1.300265;-0.1544536;0.007317225;-0.001168475;-0.002716356;-0.00669312;0;0;0;0;-0.05853986;0.09475927;-0.005248955;0.9937637;0.03555715;-0.01529889;-0.0132072;0.02925449;0;0;0;0;0;
1809;3012;0.0004907842;1.077574;0.1037904;0.01803952;0.01241751;-0.00630217;0.01146788;0;0;0;0;-0.311322;-0.02254379;0.09205322;0.9455668;0.219663;-0.2023699;-0.0386128;0.0762056;0;0;0;0;0.1006379;1.082399;0.1078124;0.003460503;0.0003815657;-0.0004689307;0.003407286;0;0;0;0;0.2519961;-0.04524533;0.008609038;-0.9666317;0.1952493;0.1290426;0.03506663;-0.1422695;0;0;0;0;None;None;None;None;None;0.04278541;1.300002;-0.1542419;0.00791721;-0.0008410474;-0.004905481;-0.0061572;0;0;0;0;-0.05768711;0.09513773;-0.005639961;0.9937752;0.03478644;-0.03115517;-0.01286515;0.008598826;0;0;0;0;0;
