sep=;
FrameUpdate;FrameFixed;timestampStartCycle;timestampStartCycleMillisecond;timestampStartFixed;timestampStartFixedMillisecond;timestampDifference;timestampUnityTime;timestampUnityTimeDifference;timestampEndFixed;timestampEndFixedMillisecond;teleportInfo;Command
29;45;2024-07-08 16:49:26.228;1720457366228;2024-07-08 16:49:26.256;1720457366256;28;0.88;0.02000004;2024-07-08 16:49:26.256;1720457366256;0;
29;46;2024-07-08 16:49:26.256;1720457366256;2024-07-08 16:49:26.257;1720457366257;1;0.9;0.01999998;2024-07-08 16:49:26.257;1720457366257;0;
30;47;2024-07-08 16:49:26.257;1720457366257;2024-07-08 16:49:26.299;1720457366299;42;0.92;0.01999998;2024-07-08 16:49:26.299;1720457366299;0;
31;48;2024-07-08 16:49:26.299;1720457366299;2024-07-08 16:49:26.328;1720457366328;29;0.94;0.02000004;2024-07-08 16:49:26.328;1720457366328;0;
31;49;2024-07-08 16:49:26.328;1720457366328;2024-07-08 16:49:26.328;1720457366328;0;0.96;0.01999998;2024-07-08 16:49:26.328;1720457366328;0;
32;50;2024-07-08 16:49:26.328;1720457366328;2024-07-08 16:49:26.355;1720457366355;27;0.98;0.01999998;2024-07-08 16:49:26.356;1720457366355;0;
32;51;2024-07-08 16:49:26.356;1720457366356;2024-07-08 16:49:26.356;1720457366356;1;1;0.02000004;2024-07-08 16:49:26.356;1720457366356;0;
33;52;2024-07-08 16:49:26.356;1720457366356;2024-07-08 16:49:26.384;1720457366384;28;1.02;0.01999998;2024-07-08 16:49:26.384;1720457366384;0;
34;53;2024-07-08 16:49:26.384;1720457366384;2024-07-08 16:49:26.413;1720457366413;29;1.04;0.01999998;2024-07-08 16:49:26.413;1720457366413;0;
34;54;2024-07-08 16:49:26.413;1720457366413;2024-07-08 16:49:26.413;1720457366413;0;1.06;0.01999998;2024-07-08 16:49:26.413;1720457366413;0;
35;55;2024-07-08 16:49:26.413;1720457366413;2024-07-08 16:49:26.467;1720457366467;54;1.08;0.01999998;2024-07-08 16:49:26.467;1720457366467;0;
35;56;2024-07-08 16:49:26.467;1720457366467;2024-07-08 16:49:26.467;1720457366467;0;1.1;0.0200001;2024-07-08 16:49:26.467;1720457366467;0;
36;57;2024-07-08 16:49:26.467;1720457366467;2024-07-08 16:49:26.497;1720457366497;30;1.12;0.01999998;2024-07-08 16:49:26.497;1720457366497;0;
37;58;2024-07-08 16:49:26.497;1720457366497;2024-07-08 16:49:26.523;1720457366523;26;1.14;0.01999998;2024-07-08 16:49:26.523;1720457366523;0;
37;59;2024-07-08 16:49:26.523;1720457366523;2024-07-08 16:49:26.524;1720457366524;1;1.16;0.01999998;2024-07-08 16:49:26.524;1720457366524;0;
38;60;2024-07-08 16:49:26.524;1720457366524;2024-07-08 16:49:26.551;1720457366551;27;1.18;0.01999998;2024-07-08 16:49:26.551;1720457366551;0;
38;61;2024-07-08 16:49:26.551;1720457366551;2024-07-08 16:49:26.552;1720457366552;1;1.2;0.01999998;2024-07-08 16:49:26.552;1720457366552;0;
39;62;2024-07-08 16:49:26.552;1720457366552;2024-07-08 16:49:26.580;1720457366580;28;1.22;0.0200001;2024-07-08 16:49:26.580;1720457366580;0;
40;63;2024-07-08 16:49:26.580;1720457366580;2024-07-08 16:49:26.608;1720457366608;28;1.24;0.01999998;2024-07-08 16:49:26.608;1720457366608;0;
40;64;2024-07-08 16:49:26.608;1720457366608;2024-07-08 16:49:26.609;1720457366609;1;1.26;0.01999998;2024-07-08 16:49:26.609;1720457366609;0;
41;65;2024-07-08 16:49:26.609;1720457366609;2024-07-08 16:49:26.636;1720457366636;27;1.28;0.01999998;2024-07-08 16:49:26.636;1720457366636;0;
41;66;2024-07-08 16:49:26.636;1720457366636;2024-07-08 16:49:26.637;1720457366637;1;1.3;0.01999998;2024-07-08 16:49:26.637;1720457366637;0;
42;67;2024-07-08 16:49:26.637;1720457366637;2024-07-08 16:49:26.678;1720457366678;41;1.32;0.01999998;2024-07-08 16:49:26.678;1720457366678;0;
43;68;2024-07-08 16:49:26.678;1720457366678;2024-07-08 16:49:26.721;1720457366721;43;1.34;0.01999998;2024-07-08 16:49:26.721;1720457366721;0;
43;69;2024-07-08 16:49:26.721;1720457366721;2024-07-08 16:49:26.721;1720457366721;0;1.36;0.0200001;2024-07-08 16:49:26.721;1720457366721;0;
44;70;2024-07-08 16:49:26.721;1720457366721;2024-07-08 16:49:26.748;1720457366748;27;1.38;0.01999998;2024-07-08 16:49:26.748;1720457366748;0;
44;71;2024-07-08 16:49:26.748;1720457366748;2024-07-08 16:49:26.748;1720457366748;0;1.4;0.01999998;2024-07-08 16:49:26.748;1720457366748;0;
45;72;2024-07-08 16:49:26.748;1720457366748;2024-07-08 16:49:26.775;1720457366776;27;1.42;0.01999998;2024-07-08 16:49:26.776;1720457366775;0;
46;73;2024-07-08 16:49:26.776;1720457366776;2024-07-08 16:49:26.802;1720457366802;27;1.44;0.01999998;2024-07-08 16:49:26.802;1720457366802;0;
46;74;2024-07-08 16:49:26.802;1720457366802;2024-07-08 16:49:26.803;1720457366803;1;1.46;0.01999998;2024-07-08 16:49:26.803;1720457366803;0;
47;75;2024-07-08 16:49:26.803;1720457366803;2024-07-08 16:49:26.831;1720457366831;28;1.48;0.0200001;2024-07-08 16:49:26.831;1720457366831;0;
47;76;2024-07-08 16:49:26.831;1720457366831;2024-07-08 16:49:26.832;1720457366832;1;1.5;0.01999998;2024-07-08 16:49:26.832;1720457366832;0;
48;77;2024-07-08 16:49:26.832;1720457366832;2024-07-08 16:49:26.858;1720457366858;26;1.52;0.01999998;2024-07-08 16:49:26.858;1720457366858;0;
49;78;2024-07-08 16:49:26.858;1720457366858;2024-07-08 16:49:26.884;1720457366884;26;1.54;0.01999998;2024-07-08 16:49:26.884;1720457366884;0;
49;79;2024-07-08 16:49:26.884;1720457366884;2024-07-08 16:49:26.885;1720457366885;1;1.56;0.01999998;2024-07-08 16:49:26.885;1720457366885;0;
50;80;2024-07-08 16:49:26.885;1720457366885;2024-07-08 16:49:26.913;1720457366913;28;1.58;0.01999998;2024-07-08 16:49:26.913;1720457366913;0;
50;81;2024-07-08 16:49:26.913;1720457366913;2024-07-08 16:49:26.913;1720457366913;0;1.6;0.01999998;2024-07-08 16:49:26.913;1720457366913;0;
51;82;2024-07-08 16:49:26.913;1720457366913;2024-07-08 16:49:26.941;1720457366941;28;1.62;0.0200001;2024-07-08 16:49:26.941;1720457366941;0;
52;83;2024-07-08 16:49:26.941;1720457366941;2024-07-08 16:49:26.968;1720457366968;27;1.64;0.01999998;2024-07-08 16:49:26.968;1720457366968;0;
52;84;2024-07-08 16:49:26.968;1720457366968;2024-07-08 16:49:26.969;1720457366969;1;1.66;0.01999998;2024-07-08 16:49:26.969;1720457366969;0;
53;85;2024-07-08 16:49:26.969;1720457366969;2024-07-08 16:49:27.039;1720457367039;70;1.68;0.01999998;2024-07-08 16:49:27.039;1720457367039;0;
53;86;2024-07-08 16:49:27.039;1720457367039;2024-07-08 16:49:27.039;1720457367039;0;1.7;0.01999998;2024-07-08 16:49:27.039;1720457367039;0;
54;87;2024-07-08 16:49:27.039;1720457367039;2024-07-08 16:49:27.079;1720457367079;40;1.72;0.01999998;2024-07-08 16:49:27.079;1720457367079;0;
55;88;2024-07-08 16:49:27.079;1720457367079;2024-07-08 16:49:27.118;1720457367118;39;1.74;0.0200001;2024-07-08 16:49:27.118;1720457367118;0;
55;89;2024-07-08 16:49:27.118;1720457367118;2024-07-08 16:49:27.119;1720457367119;1;1.76;0.01999998;2024-07-08 16:49:27.119;1720457367119;0;
56;90;2024-07-08 16:49:27.119;1720457367119;2024-07-08 16:49:27.147;1720457367147;28;1.78;0.01999998;2024-07-08 16:49:27.147;1720457367147;0;
56;91;2024-07-08 16:49:27.147;1720457367147;2024-07-08 16:49:27.147;1720457367147;0;1.8;0.01999998;2024-07-08 16:49:27.147;1720457367147;0;
57;92;2024-07-08 16:49:27.147;1720457367147;2024-07-08 16:49:27.175;1720457367175;28;1.82;0.01999998;2024-07-08 16:49:27.175;1720457367175;0;
58;93;2024-07-08 16:49:27.175;1720457367175;2024-07-08 16:49:27.202;1720457367202;27;1.84;0.01999998;2024-07-08 16:49:27.202;1720457367202;0;
58;94;2024-07-08 16:49:27.202;1720457367202;2024-07-08 16:49:27.203;1720457367203;1;1.86;0.0200001;2024-07-08 16:49:27.203;1720457367203;0;
59;95;2024-07-08 16:49:27.203;1720457367203;2024-07-08 16:49:27.243;1720457367243;40;1.88;0.01999998;2024-07-08 16:49:27.243;1720457367243;0;
59;96;2024-07-08 16:49:27.243;1720457367243;2024-07-08 16:49:27.243;1720457367243;0;1.9;0.01999998;2024-07-08 16:49:27.243;1720457367243;0;
60;97;2024-07-08 16:49:27.243;1720457367243;2024-07-08 16:49:27.282;1720457367282;39;1.92;0.01999998;2024-07-08 16:49:27.282;1720457367282;0;
61;98;2024-07-08 16:49:27.282;1720457367282;2024-07-08 16:49:27.311;1720457367311;29;1.94;0.01999998;2024-07-08 16:49:27.311;1720457367311;0;
61;99;2024-07-08 16:49:27.311;1720457367311;2024-07-08 16:49:27.311;1720457367312;0;1.96;0.01999998;2024-07-08 16:49:27.312;1720457367311;0;
62;100;2024-07-08 16:49:27.312;1720457367312;2024-07-08 16:49:27.339;1720457367339;28;1.98;0.01999998;2024-07-08 16:49:27.339;1720457367339;0;
62;101;2024-07-08 16:49:27.339;1720457367339;2024-07-08 16:49:27.340;1720457367340;1;2;0.0200001;2024-07-08 16:49:27.340;1720457367340;0;
63;102;2024-07-08 16:49:27.340;1720457367340;2024-07-08 16:49:27.379;1720457367379;39;2.02;0.01999998;2024-07-08 16:49:27.379;1720457367379;0;
64;103;2024-07-08 16:49:27.379;1720457367379;2024-07-08 16:49:27.404;1720457367404;25;2.04;0.01999998;2024-07-08 16:49:27.404;1720457367404;0;
64;104;2024-07-08 16:49:27.404;1720457367404;2024-07-08 16:49:27.405;1720457367405;1;2.06;0.01999998;2024-07-08 16:49:27.405;1720457367405;0;
65;105;2024-07-08 16:49:27.405;1720457367405;2024-07-08 16:49:27.433;1720457367433;28;2.08;0.01999998;2024-07-08 16:49:27.433;1720457367433;0;
65;106;2024-07-08 16:49:27.433;1720457367433;2024-07-08 16:49:27.434;1720457367434;1;2.1;0.01999998;2024-07-08 16:49:27.434;1720457367434;0;
66;107;2024-07-08 16:49:27.434;1720457367434;2024-07-08 16:49:27.472;1720457367472;38;2.12;0.01999998;2024-07-08 16:49:27.472;1720457367472;0;
67;108;2024-07-08 16:49:27.472;1720457367472;2024-07-08 16:49:27.514;1720457367514;42;2.14;0.01999998;2024-07-08 16:49:27.514;1720457367514;0;
67;109;2024-07-08 16:49:27.514;1720457367514;2024-07-08 16:49:27.515;1720457367515;1;2.16;0.01999998;2024-07-08 16:49:27.515;1720457367515;0;
68;110;2024-07-08 16:49:27.515;1720457367515;2024-07-08 16:49:27.539;1720457367539;24;2.18;0.02000022;2024-07-08 16:49:27.539;1720457367539;0;
68;111;2024-07-08 16:49:27.539;1720457367539;2024-07-08 16:49:27.539;1720457367539;0;2.2;0.01999998;2024-07-08 16:49:27.539;1720457367539;0;
69;112;2024-07-08 16:49:27.539;1720457367539;2024-07-08 16:49:27.565;1720457367566;26;2.22;0.01999998;2024-07-08 16:49:27.566;1720457367565;0;
70;113;2024-07-08 16:49:27.566;1720457367566;2024-07-08 16:49:27.607;1720457367607;42;2.24;0.01999998;2024-07-08 16:49:27.607;1720457367607;0;
70;114;2024-07-08 16:49:27.607;1720457367607;2024-07-08 16:49:27.608;1720457367608;1;2.26;0.01999998;2024-07-08 16:49:27.608;1720457367608;0;
71;115;2024-07-08 16:49:27.608;1720457367608;2024-07-08 16:49:27.635;1720457367635;27;2.28;0.01999998;2024-07-08 16:49:27.635;1720457367635;0;
71;116;2024-07-08 16:49:27.635;1720457367635;2024-07-08 16:49:27.636;1720457367636;1;2.3;0.01999998;2024-07-08 16:49:27.636;1720457367636;0;
72;117;2024-07-08 16:49:27.636;1720457367637;2024-07-08 16:49:27.673;1720457367673;37;2.32;0.01999998;2024-07-08 16:49:27.673;1720457367673;0;
73;118;2024-07-08 16:49:27.673;1720457367673;2024-07-08 16:49:27.712;1720457367712;39;2.34;0.01999998;2024-07-08 16:49:27.712;1720457367712;0;
73;119;2024-07-08 16:49:27.712;1720457367712;2024-07-08 16:49:27.712;1720457367712;0;2.36;0.01999998;2024-07-08 16:49:27.712;1720457367712;0;
74;120;2024-07-08 16:49:27.712;1720457367712;2024-07-08 16:49:27.739;1720457367740;27;2.38;0.01999998;2024-07-08 16:49:27.740;1720457367739;0;
74;121;2024-07-08 16:49:27.740;1720457367740;2024-07-08 16:49:27.740;1720457367740;1;2.4;0.01999998;2024-07-08 16:49:27.740;1720457367740;0;
75;122;2024-07-08 16:49:27.740;1720457367740;2024-07-08 16:49:27.768;1720457367768;28;2.42;0.01999998;2024-07-08 16:49:27.768;1720457367768;0;
76;123;2024-07-08 16:49:27.768;1720457367768;2024-07-08 16:49:27.808;1720457367808;40;2.44;0.02000022;2024-07-08 16:49:27.808;1720457367808;0;
76;124;2024-07-08 16:49:27.808;1720457367808;2024-07-08 16:49:27.809;1720457367809;1;2.46;0.01999998;2024-07-08 16:49:27.809;1720457367809;0;
77;125;2024-07-08 16:49:27.809;1720457367809;2024-07-08 16:49:27.849;1720457367849;40;2.48;0.01999998;2024-07-08 16:49:27.849;1720457367849;0;
77;126;2024-07-08 16:49:27.849;1720457367849;2024-07-08 16:49:27.850;1720457367850;1;2.5;0.01999998;2024-07-08 16:49:27.850;1720457367850;0;
78;127;2024-07-08 16:49:27.850;1720457367850;2024-07-08 16:49:27.874;1720457367874;24;2.52;0.01999998;2024-07-08 16:49:27.874;1720457367874;0;
79;128;2024-07-08 16:49:27.874;1720457367874;2024-07-08 16:49:27.900;1720457367900;26;2.54;0.01999998;2024-07-08 16:49:27.900;1720457367900;0;
79;129;2024-07-08 16:49:27.900;1720457367901;2024-07-08 16:49:27.901;1720457367901;1;2.56;0.01999998;2024-07-08 16:49:27.901;1720457367901;0;
80;130;2024-07-08 16:49:27.901;1720457367901;2024-07-08 16:49:27.942;1720457367942;41;2.58;0.01999998;2024-07-08 16:49:27.942;1720457367942;0;
80;131;2024-07-08 16:49:27.942;1720457367942;2024-07-08 16:49:27.943;1720457367943;1;2.6;0.01999998;2024-07-08 16:49:27.943;1720457367943;0;
81;132;2024-07-08 16:49:27.943;1720457367943;2024-07-08 16:49:27.983;1720457367983;40;2.62;0.01999998;2024-07-08 16:49:27.983;1720457367983;0;
82;133;2024-07-08 16:49:27.983;1720457367983;2024-07-08 16:49:28.010;1720457368010;27;2.64;0.01999998;2024-07-08 16:49:28.010;1720457368010;0;
82;134;2024-07-08 16:49:28.010;1720457368010;2024-07-08 16:49:28.011;1720457368011;1;2.66;0.01999998;2024-07-08 16:49:28.011;1720457368011;0;
83;135;2024-07-08 16:49:28.011;1720457368011;2024-07-08 16:49:28.037;1720457368037;26;2.68;0.01999998;2024-07-08 16:49:28.037;1720457368037;0;
83;136;2024-07-08 16:49:28.037;1720457368037;2024-07-08 16:49:28.038;1720457368038;1;2.7;0.02000022;2024-07-08 16:49:28.038;1720457368038;0;
84;137;2024-07-08 16:49:28.038;1720457368038;2024-07-08 16:49:28.077;1720457368077;39;2.72;0.01999998;2024-07-08 16:49:28.077;1720457368077;0;
85;138;2024-07-08 16:49:28.077;1720457368077;2024-07-08 16:49:28.105;1720457368105;28;2.74;0.01999998;2024-07-08 16:49:28.105;1720457368105;0;
85;139;2024-07-08 16:49:28.105;1720457368105;2024-07-08 16:49:28.107;1720457368107;2;2.76;0.01999998;2024-07-08 16:49:28.107;1720457368107;0;
86;140;2024-07-08 16:49:28.107;1720457368107;2024-07-08 16:49:28.132;1720457368132;25;2.78;0.01999998;2024-07-08 16:49:28.132;1720457368132;0;
86;141;2024-07-08 16:49:28.132;1720457368132;2024-07-08 16:49:28.134;1720457368134;2;2.8;0.01999998;2024-07-08 16:49:28.134;1720457368134;0;
87;142;2024-07-08 16:49:28.134;1720457368134;2024-07-08 16:49:28.170;1720457368170;36;2.82;0.01999998;2024-07-08 16:49:28.171;1720457368170;0;
88;143;2024-07-08 16:49:28.171;1720457368171;2024-07-08 16:49:28.210;1720457368210;40;2.84;0.01999998;2024-07-08 16:49:28.210;1720457368210;0;
88;144;2024-07-08 16:49:28.210;1720457368210;2024-07-08 16:49:28.211;1720457368211;1;2.86;0.01999998;2024-07-08 16:49:28.211;1720457368211;0;
89;145;2024-07-08 16:49:28.211;1720457368211;2024-07-08 16:49:28.236;1720457368236;25;2.88;0.01999998;2024-07-08 16:49:28.237;1720457368236;0;
89;146;2024-07-08 16:49:28.237;1720457368237;2024-07-08 16:49:28.237;1720457368237;1;2.9;0.01999998;2024-07-08 16:49:28.237;1720457368237;0;
90;147;2024-07-08 16:49:28.238;1720457368238;2024-07-08 16:49:28.264;1720457368264;27;2.92;0.01999998;2024-07-08 16:49:28.264;1720457368264;0;
91;148;2024-07-08 16:49:28.264;1720457368264;2024-07-08 16:49:28.305;1720457368305;41;2.94;0.01999998;2024-07-08 16:49:28.305;1720457368305;0;
91;149;2024-07-08 16:49:28.305;1720457368305;2024-07-08 16:49:28.306;1720457368306;1;2.96;0.02000022;2024-07-08 16:49:28.306;1720457368306;0;
92;150;2024-07-08 16:49:28.306;1720457368306;2024-07-08 16:49:28.345;1720457368345;39;2.98;0.01999998;2024-07-08 16:49:28.345;1720457368345;0;
92;151;2024-07-08 16:49:28.345;1720457368345;2024-07-08 16:49:28.345;1720457368345;0;3;0.01999998;2024-07-08 16:49:28.345;1720457368345;0;
93;152;2024-07-08 16:49:28.345;1720457368345;2024-07-08 16:49:28.372;1720457368372;27;3.02;0.01999998;2024-07-08 16:49:28.372;1720457368372;0;
94;153;2024-07-08 16:49:28.372;1720457368372;2024-07-08 16:49:28.411;1720457368411;39;3.04;0.01999998;2024-07-08 16:49:28.411;1720457368411;0;
94;154;2024-07-08 16:49:28.411;1720457368411;2024-07-08 16:49:28.412;1720457368412;1;3.06;0.01999998;2024-07-08 16:49:28.412;1720457368412;0;
95;155;2024-07-08 16:49:28.412;1720457368412;2024-07-08 16:49:28.449;1720457368449;37;3.08;0.01999998;2024-07-08 16:49:28.449;1720457368449;0;
95;156;2024-07-08 16:49:28.449;1720457368449;2024-07-08 16:49:28.450;1720457368450;1;3.1;0.01999998;2024-07-08 16:49:28.450;1720457368450;0;
96;157;2024-07-08 16:49:28.450;1720457368450;2024-07-08 16:49:28.477;1720457368477;27;3.12;0.01999998;2024-07-08 16:49:28.477;1720457368477;0;
97;158;2024-07-08 16:49:28.477;1720457368477;2024-07-08 16:49:28.504;1720457368504;27;3.14;0.01999998;2024-07-08 16:49:28.504;1720457368504;0;
97;159;2024-07-08 16:49:28.504;1720457368504;2024-07-08 16:49:28.506;1720457368506;2;3.16;0.01999998;2024-07-08 16:49:28.506;1720457368506;0;
98;160;2024-07-08 16:49:28.506;1720457368506;2024-07-08 16:49:28.545;1720457368545;39;3.18;0.01999998;2024-07-08 16:49:28.545;1720457368545;0;
98;161;2024-07-08 16:49:28.545;1720457368545;2024-07-08 16:49:28.545;1720457368545;0;3.2;0.01999998;2024-07-08 16:49:28.545;1720457368545;0;
99;162;2024-07-08 16:49:28.545;1720457368545;2024-07-08 16:49:28.573;1720457368573;28;3.22;0.02000022;2024-07-08 16:49:28.573;1720457368573;0;
100;163;2024-07-08 16:49:28.573;1720457368573;2024-07-08 16:49:28.601;1720457368601;28;3.24;0.01999998;2024-07-08 16:49:28.601;1720457368601;0;
100;164;2024-07-08 16:49:28.601;1720457368601;2024-07-08 16:49:28.602;1720457368602;1;3.26;0.01999998;2024-07-08 16:49:28.602;1720457368602;0;
101;165;2024-07-08 16:49:28.602;1720457368602;2024-07-08 16:49:28.641;1720457368641;39;3.28;0.01999998;2024-07-08 16:49:28.641;1720457368641;0;
101;166;2024-07-08 16:49:28.641;1720457368641;2024-07-08 16:49:28.642;1720457368642;1;3.3;0.01999998;2024-07-08 16:49:28.642;1720457368642;0;
102;167;2024-07-08 16:49:28.642;1720457368642;2024-07-08 16:49:28.682;1720457368682;40;3.32;0.01999998;2024-07-08 16:49:28.682;1720457368682;0;
103;168;2024-07-08 16:49:28.682;1720457368682;2024-07-08 16:49:28.707;1720457368707;25;3.34;0.01999998;2024-07-08 16:49:28.707;1720457368707;0;
