sep=;
FrameUpdate;FrameFixed;timestampStartCycle;timestampStartCycleMillisecond;timestampStartFixed;timestampStartFixedMillisecond;timestampDifference;timestampUnityTime;timestampUnityTimeDifference;timestampEndFixed;timestampEndFixedMillisecond;teleportInfo;Command
25;39;2024-07-08 16:48:29.690;1720457309690;2024-07-08 16:48:29.690;1720457309690;1;0.76;0.01999998;2024-07-08 16:48:29.690;1720457309690;0;
26;40;2024-07-08 16:48:29.690;1720457309690;2024-07-08 16:48:29.717;1720457309717;27;0.78;0.01999998;2024-07-08 16:48:29.717;1720457309717;0;
26;41;2024-07-08 16:48:29.717;1720457309717;2024-07-08 16:48:29.718;1720457309718;1;0.8;0.01999998;2024-07-08 16:48:29.718;1720457309718;0;
27;42;2024-07-08 16:48:29.718;1720457309718;2024-07-08 16:48:29.746;1720457309746;28;0.82;0.02000004;2024-07-08 16:48:29.746;1720457309746;0;
28;43;2024-07-08 16:48:29.746;1720457309746;2024-07-08 16:48:29.775;1720457309775;29;0.84;0.01999998;2024-07-08 16:48:29.775;1720457309775;0;
28;44;2024-07-08 16:48:29.775;1720457309775;2024-07-08 16:48:29.776;1720457309776;1;0.86;0.01999998;2024-07-08 16:48:29.776;1720457309776;0;
29;45;2024-07-08 16:48:29.776;1720457309776;2024-07-08 16:48:29.818;1720457309818;42;0.88;0.02000004;2024-07-08 16:48:29.818;1720457309818;0;
29;46;2024-07-08 16:48:29.818;1720457309818;2024-07-08 16:48:29.818;1720457309819;0;0.9;0.01999998;2024-07-08 16:48:29.819;1720457309818;0;
30;47;2024-07-08 16:48:29.819;1720457309819;2024-07-08 16:48:29.857;1720457309857;39;0.92;0.01999998;2024-07-08 16:48:29.857;1720457309857;0;
31;48;2024-07-08 16:48:29.857;1720457309857;2024-07-08 16:48:29.887;1720457309887;30;0.94;0.02000004;2024-07-08 16:48:29.887;1720457309887;0;
31;49;2024-07-08 16:48:29.887;1720457309887;2024-07-08 16:48:29.887;1720457309887;0;0.96;0.01999998;2024-07-08 16:48:29.887;1720457309887;0;
32;50;2024-07-08 16:48:29.887;1720457309888;2024-07-08 16:48:29.916;1720457309916;29;0.98;0.01999998;2024-07-08 16:48:29.916;1720457309916;0;
32;51;2024-07-08 16:48:29.916;1720457309916;2024-07-08 16:48:29.917;1720457309917;1;1;0.02000004;2024-07-08 16:48:29.917;1720457309917;0;
33;52;2024-07-08 16:48:29.917;1720457309917;2024-07-08 16:48:29.946;1720457309946;29;1.02;0.01999998;2024-07-08 16:48:29.946;1720457309946;0;
34;53;2024-07-08 16:48:29.946;1720457309946;2024-07-08 16:48:29.973;1720457309973;27;1.04;0.01999998;2024-07-08 16:48:29.973;1720457309973;0;
34;54;2024-07-08 16:48:29.973;1720457309973;2024-07-08 16:48:29.974;1720457309974;1;1.06;0.01999998;2024-07-08 16:48:29.974;1720457309974;0;
35;55;2024-07-08 16:48:29.974;1720457309974;2024-07-08 16:48:29.998;1720457309998;24;1.08;0.01999998;2024-07-08 16:48:29.998;1720457309998;0;
35;56;2024-07-08 16:48:29.998;1720457309998;2024-07-08 16:48:30.000;1720457310000;2;1.1;0.0200001;2024-07-08 16:48:30.000;1720457310000;0;
36;57;2024-07-08 16:48:30.000;1720457310000;2024-07-08 16:48:30.028;1720457310028;28;1.12;0.01999998;2024-07-08 16:48:30.028;1720457310028;0;
37;58;2024-07-08 16:48:30.028;1720457310028;2024-07-08 16:48:30.056;1720457310056;28;1.14;0.01999998;2024-07-08 16:48:30.056;1720457310056;0;
37;59;2024-07-08 16:48:30.056;1720457310056;2024-07-08 16:48:30.056;1720457310056;0;1.16;0.01999998;2024-07-08 16:48:30.056;1720457310056;0;
38;60;2024-07-08 16:48:30.056;1720457310056;2024-07-08 16:48:30.084;1720457310084;28;1.18;0.01999998;2024-07-08 16:48:30.084;1720457310084;0;
38;61;2024-07-08 16:48:30.084;1720457310084;2024-07-08 16:48:30.084;1720457310084;0;1.2;0.01999998;2024-07-08 16:48:30.084;1720457310084;0;
39;62;2024-07-08 16:48:30.084;1720457310084;2024-07-08 16:48:30.112;1720457310112;28;1.22;0.0200001;2024-07-08 16:48:30.112;1720457310112;0;
40;63;2024-07-08 16:48:30.112;1720457310112;2024-07-08 16:48:30.140;1720457310140;28;1.24;0.01999998;2024-07-08 16:48:30.140;1720457310140;0;
40;64;2024-07-08 16:48:30.140;1720457310140;2024-07-08 16:48:30.141;1720457310141;1;1.26;0.01999998;2024-07-08 16:48:30.141;1720457310141;0;
41;65;2024-07-08 16:48:30.141;1720457310141;2024-07-08 16:48:30.168;1720457310168;27;1.28;0.01999998;2024-07-08 16:48:30.168;1720457310168;0;
41;66;2024-07-08 16:48:30.168;1720457310168;2024-07-08 16:48:30.168;1720457310168;0;1.3;0.01999998;2024-07-08 16:48:30.168;1720457310168;0;
42;67;2024-07-08 16:48:30.168;1720457310168;2024-07-08 16:48:30.197;1720457310197;29;1.32;0.01999998;2024-07-08 16:48:30.197;1720457310197;0;
43;68;2024-07-08 16:48:30.197;1720457310197;2024-07-08 16:48:30.225;1720457310225;28;1.34;0.01999998;2024-07-08 16:48:30.225;1720457310225;0;
43;69;2024-07-08 16:48:30.225;1720457310225;2024-07-08 16:48:30.225;1720457310225;0;1.36;0.0200001;2024-07-08 16:48:30.225;1720457310225;0;
44;70;2024-07-08 16:48:30.225;1720457310225;2024-07-08 16:48:30.252;1720457310252;27;1.38;0.01999998;2024-07-08 16:48:30.252;1720457310252;0;
44;71;2024-07-08 16:48:30.252;1720457310252;2024-07-08 16:48:30.253;1720457310253;1;1.4;0.01999998;2024-07-08 16:48:30.253;1720457310253;0;
45;72;2024-07-08 16:48:30.253;1720457310253;2024-07-08 16:48:30.280;1720457310280;27;1.42;0.01999998;2024-07-08 16:48:30.280;1720457310280;0;
46;73;2024-07-08 16:48:30.280;1720457310280;2024-07-08 16:48:30.308;1720457310308;28;1.44;0.01999998;2024-07-08 16:48:30.308;1720457310308;0;
46;74;2024-07-08 16:48:30.308;1720457310308;2024-07-08 16:48:30.309;1720457310309;1;1.46;0.01999998;2024-07-08 16:48:30.309;1720457310309;0;
47;75;2024-07-08 16:48:30.309;1720457310309;2024-07-08 16:48:30.336;1720457310336;27;1.48;0.0200001;2024-07-08 16:48:30.336;1720457310336;0;
47;76;2024-07-08 16:48:30.337;1720457310337;2024-07-08 16:48:30.337;1720457310337;1;1.5;0.01999998;2024-07-08 16:48:30.337;1720457310337;0;
48;77;2024-07-08 16:48:30.337;1720457310337;2024-07-08 16:48:30.366;1720457310366;29;1.52;0.01999998;2024-07-08 16:48:30.366;1720457310366;0;
49;78;2024-07-08 16:48:30.366;1720457310366;2024-07-08 16:48:30.405;1720457310405;39;1.54;0.01999998;2024-07-08 16:48:30.405;1720457310405;0;
49;79;2024-07-08 16:48:30.405;1720457310405;2024-07-08 16:48:30.405;1720457310405;0;1.56;0.01999998;2024-07-08 16:48:30.405;1720457310405;0;
50;80;2024-07-08 16:48:30.405;1720457310405;2024-07-08 16:48:30.438;1720457310438;33;1.58;0.01999998;2024-07-08 16:48:30.438;1720457310438;0;
50;81;2024-07-08 16:48:30.438;1720457310438;2024-07-08 16:48:30.439;1720457310439;1;1.6;0.01999998;2024-07-08 16:48:30.439;1720457310439;0;
51;82;2024-07-08 16:48:30.439;1720457310439;2024-07-08 16:48:30.466;1720457310466;27;1.62;0.0200001;2024-07-08 16:48:30.466;1720457310466;0;
52;83;2024-07-08 16:48:30.466;1720457310466;2024-07-08 16:48:30.491;1720457310491;25;1.64;0.01999998;2024-07-08 16:48:30.491;1720457310491;0;
52;84;2024-07-08 16:48:30.491;1720457310491;2024-07-08 16:48:30.492;1720457310492;1;1.66;0.01999998;2024-07-08 16:48:30.492;1720457310492;0;
53;85;2024-07-08 16:48:30.492;1720457310492;2024-07-08 16:48:30.558;1720457310558;66;1.68;0.01999998;2024-07-08 16:48:30.559;1720457310558;0;
53;86;2024-07-08 16:48:30.559;1720457310559;2024-07-08 16:48:30.559;1720457310559;1;1.7;0.01999998;2024-07-08 16:48:30.559;1720457310559;0;
54;87;2024-07-08 16:48:30.559;1720457310559;2024-07-08 16:48:30.601;1720457310601;42;1.72;0.01999998;2024-07-08 16:48:30.601;1720457310601;0;
55;88;2024-07-08 16:48:30.601;1720457310601;2024-07-08 16:48:30.632;1720457310632;31;1.74;0.0200001;2024-07-08 16:48:30.632;1720457310632;0;
55;89;2024-07-08 16:48:30.632;1720457310632;2024-07-08 16:48:30.632;1720457310632;0;1.76;0.01999998;2024-07-08 16:48:30.632;1720457310632;0;
56;90;2024-07-08 16:48:30.632;1720457310632;2024-07-08 16:48:30.656;1720457310656;24;1.78;0.01999998;2024-07-08 16:48:30.656;1720457310656;0;
56;91;2024-07-08 16:48:30.656;1720457310656;2024-07-08 16:48:30.657;1720457310657;1;1.8;0.01999998;2024-07-08 16:48:30.657;1720457310657;0;
57;92;2024-07-08 16:48:30.657;1720457310657;2024-07-08 16:48:30.697;1720457310697;40;1.82;0.01999998;2024-07-08 16:48:30.697;1720457310697;0;
58;93;2024-07-08 16:48:30.698;1720457310698;2024-07-08 16:48:30.725;1720457310725;28;1.84;0.01999998;2024-07-08 16:48:30.725;1720457310725;0;
58;94;2024-07-08 16:48:30.725;1720457310725;2024-07-08 16:48:30.726;1720457310726;1;1.86;0.0200001;2024-07-08 16:48:30.726;1720457310726;0;
59;95;2024-07-08 16:48:30.726;1720457310726;2024-07-08 16:48:30.766;1720457310766;40;1.88;0.01999998;2024-07-08 16:48:30.766;1720457310766;0;
59;96;2024-07-08 16:48:30.766;1720457310766;2024-07-08 16:48:30.766;1720457310766;0;1.9;0.01999998;2024-07-08 16:48:30.766;1720457310766;0;
60;97;2024-07-08 16:48:30.766;1720457310766;2024-07-08 16:48:30.808;1720457310808;42;1.92;0.01999998;2024-07-08 16:48:30.808;1720457310808;0;
61;98;2024-07-08 16:48:30.808;1720457310808;2024-07-08 16:48:30.835;1720457310836;27;1.94;0.01999998;2024-07-08 16:48:30.836;1720457310835;0;
61;99;2024-07-08 16:48:30.836;1720457310836;2024-07-08 16:48:30.836;1720457310836;1;1.96;0.01999998;2024-07-08 16:48:30.836;1720457310836;0;
62;100;2024-07-08 16:48:30.836;1720457310836;2024-07-08 16:48:30.862;1720457310862;26;1.98;0.01999998;2024-07-08 16:48:30.862;1720457310862;0;
62;101;2024-07-08 16:48:30.862;1720457310862;2024-07-08 16:48:30.862;1720457310862;0;2;0.0200001;2024-07-08 16:48:30.863;1720457310862;0;
63;102;2024-07-08 16:48:30.863;1720457310863;2024-07-08 16:48:30.902;1720457310902;40;2.02;0.01999998;2024-07-08 16:48:30.902;1720457310902;0;
64;103;2024-07-08 16:48:30.902;1720457310902;2024-07-08 16:48:30.942;1720457310942;40;2.04;0.01999998;2024-07-08 16:48:30.942;1720457310942;0;
64;104;2024-07-08 16:48:30.942;1720457310942;2024-07-08 16:48:30.943;1720457310943;1;2.06;0.01999998;2024-07-08 16:48:30.943;1720457310943;0;
65;105;2024-07-08 16:48:30.943;1720457310943;2024-07-08 16:48:30.970;1720457310970;27;2.08;0.01999998;2024-07-08 16:48:30.970;1720457310970;0;
65;106;2024-07-08 16:48:30.970;1720457310970;2024-07-08 16:48:30.971;1720457310971;1;2.1;0.01999998;2024-07-08 16:48:30.971;1720457310971;0;
66;107;2024-07-08 16:48:30.971;1720457310971;2024-07-08 16:48:30.998;1720457310998;27;2.12;0.01999998;2024-07-08 16:48:30.998;1720457310998;0;
67;108;2024-07-08 16:48:30.998;1720457310998;2024-07-08 16:48:31.026;1720457311026;28;2.14;0.01999998;2024-07-08 16:48:31.026;1720457311026;0;
67;109;2024-07-08 16:48:31.026;1720457311026;2024-07-08 16:48:31.028;1720457311028;2;2.16;0.01999998;2024-07-08 16:48:31.028;1720457311028;0;
68;110;2024-07-08 16:48:31.028;1720457311028;2024-07-08 16:48:31.055;1720457311055;27;2.18;0.02000022;2024-07-08 16:48:31.055;1720457311055;0;
68;111;2024-07-08 16:48:31.055;1720457311055;2024-07-08 16:48:31.056;1720457311056;1;2.2;0.01999998;2024-07-08 16:48:31.056;1720457311056;0;
69;112;2024-07-08 16:48:31.056;1720457311056;2024-07-08 16:48:31.095;1720457311095;39;2.22;0.01999998;2024-07-08 16:48:31.095;1720457311095;0;
70;113;2024-07-08 16:48:31.095;1720457311095;2024-07-08 16:48:31.135;1720457311135;40;2.24;0.01999998;2024-07-08 16:48:31.135;1720457311135;0;
70;114;2024-07-08 16:48:31.135;1720457311135;2024-07-08 16:48:31.136;1720457311136;1;2.26;0.01999998;2024-07-08 16:48:31.136;1720457311136;0;
71;115;2024-07-08 16:48:31.136;1720457311136;2024-07-08 16:48:31.176;1720457311176;40;2.28;0.01999998;2024-07-08 16:48:31.176;1720457311176;0;
71;116;2024-07-08 16:48:31.176;1720457311176;2024-07-08 16:48:31.176;1720457311176;0;2.3;0.01999998;2024-07-08 16:48:31.176;1720457311176;0;
72;117;2024-07-08 16:48:31.176;1720457311176;2024-07-08 16:48:31.203;1720457311203;27;2.32;0.01999998;2024-07-08 16:48:31.203;1720457311203;0;
73;118;2024-07-08 16:48:31.203;1720457311203;2024-07-08 16:48:31.233;1720457311233;30;2.34;0.01999998;2024-07-08 16:48:31.233;1720457311233;0;
73;119;2024-07-08 16:48:31.233;1720457311233;2024-07-08 16:48:31.233;1720457311233;0;2.36;0.01999998;2024-07-08 16:48:31.233;1720457311233;0;
74;120;2024-07-08 16:48:31.233;1720457311233;2024-07-08 16:48:31.262;1720457311262;29;2.38;0.01999998;2024-07-08 16:48:31.262;1720457311262;0;
74;121;2024-07-08 16:48:31.262;1720457311262;2024-07-08 16:48:31.263;1720457311263;1;2.4;0.01999998;2024-07-08 16:48:31.263;1720457311263;0;
75;122;2024-07-08 16:48:31.263;1720457311263;2024-07-08 16:48:31.288;1720457311288;25;2.42;0.01999998;2024-07-08 16:48:31.288;1720457311288;0;
76;123;2024-07-08 16:48:31.288;1720457311288;2024-07-08 16:48:31.327;1720457311327;39;2.44;0.02000022;2024-07-08 16:48:31.327;1720457311327;0;
76;124;2024-07-08 16:48:31.327;1720457311327;2024-07-08 16:48:31.328;1720457311328;1;2.46;0.01999998;2024-07-08 16:48:31.328;1720457311328;0;
77;125;2024-07-08 16:48:31.328;1720457311328;2024-07-08 16:48:31.369;1720457311369;41;2.48;0.01999998;2024-07-08 16:48:31.369;1720457311369;0;
77;126;2024-07-08 16:48:31.369;1720457311369;2024-07-08 16:48:31.369;1720457311369;0;2.5;0.01999998;2024-07-08 16:48:31.369;1720457311369;0;
78;127;2024-07-08 16:48:31.370;1720457311370;2024-07-08 16:48:31.396;1720457311396;27;2.52;0.01999998;2024-07-08 16:48:31.396;1720457311396;0;
79;128;2024-07-08 16:48:31.396;1720457311396;2024-07-08 16:48:31.425;1720457311425;29;2.54;0.01999998;2024-07-08 16:48:31.425;1720457311425;0;
79;129;2024-07-08 16:48:31.425;1720457311425;2024-07-08 16:48:31.426;1720457311426;1;2.56;0.01999998;2024-07-08 16:48:31.426;1720457311426;0;
80;130;2024-07-08 16:48:31.426;1720457311426;2024-07-08 16:48:31.465;1720457311465;39;2.58;0.01999998;2024-07-08 16:48:31.465;1720457311465;0;
80;131;2024-07-08 16:48:31.465;1720457311465;2024-07-08 16:48:31.465;1720457311465;0;2.6;0.01999998;2024-07-08 16:48:31.465;1720457311465;0;
81;132;2024-07-08 16:48:31.465;1720457311465;2024-07-08 16:48:31.506;1720457311506;41;2.62;0.01999998;2024-07-08 16:48:31.507;1720457311506;0;
82;133;2024-07-08 16:48:31.507;1720457311507;2024-07-08 16:48:31.548;1720457311549;42;2.64;0.01999998;2024-07-08 16:48:31.549;1720457311548;0;
82;134;2024-07-08 16:48:31.549;1720457311549;2024-07-08 16:48:31.549;1720457311549;1;2.66;0.01999998;2024-07-08 16:48:31.549;1720457311549;0;
83;135;2024-07-08 16:48:31.549;1720457311549;2024-07-08 16:48:31.576;1720457311576;27;2.68;0.01999998;2024-07-08 16:48:31.576;1720457311576;0;
83;136;2024-07-08 16:48:31.576;1720457311576;2024-07-08 16:48:31.577;1720457311577;1;2.7;0.02000022;2024-07-08 16:48:31.577;1720457311577;0;
84;137;2024-07-08 16:48:31.577;1720457311577;2024-07-08 16:48:31.616;1720457311616;39;2.72;0.01999998;2024-07-08 16:48:31.616;1720457311616;0;
85;138;2024-07-08 16:48:31.616;1720457311616;2024-07-08 16:48:31.647;1720457311647;31;2.74;0.01999998;2024-07-08 16:48:31.647;1720457311647;0;
85;139;2024-07-08 16:48:31.647;1720457311647;2024-07-08 16:48:31.648;1720457311648;1;2.76;0.01999998;2024-07-08 16:48:31.648;1720457311648;0;
86;140;2024-07-08 16:48:31.648;1720457311648;2024-07-08 16:48:31.676;1720457311676;28;2.78;0.01999998;2024-07-08 16:48:31.676;1720457311676;0;
86;141;2024-07-08 16:48:31.676;1720457311676;2024-07-08 16:48:31.676;1720457311676;0;2.8;0.01999998;2024-07-08 16:48:31.676;1720457311676;0;
87;142;2024-07-08 16:48:31.676;1720457311676;2024-07-08 16:48:31.701;1720457311701;25;2.82;0.01999998;2024-07-08 16:48:31.701;1720457311701;0;
88;143;2024-07-08 16:48:31.701;1720457311701;2024-07-08 16:48:31.722;1720457311722;21;2.84;0.01999998;2024-07-08 16:48:31.722;1720457311722;0;
88;144;2024-07-08 16:48:31.722;1720457311722;2024-07-08 16:48:31.723;1720457311723;1;2.86;0.01999998;2024-07-08 16:48:31.723;1720457311723;0;
89;145;2024-07-08 16:48:31.723;1720457311723;2024-07-08 16:48:31.764;1720457311764;41;2.88;0.01999998;2024-07-08 16:48:31.764;1720457311764;0;
89;146;2024-07-08 16:48:31.764;1720457311764;2024-07-08 16:48:31.765;1720457311765;1;2.9;0.01999998;2024-07-08 16:48:31.765;1720457311765;0;
90;147;2024-07-08 16:48:31.765;1720457311765;2024-07-08 16:48:31.804;1720457311804;39;2.92;0.01999998;2024-07-08 16:48:31.804;1720457311804;0;
91;148;2024-07-08 16:48:31.804;1720457311804;2024-07-08 16:48:31.832;1720457311832;28;2.94;0.01999998;2024-07-08 16:48:31.832;1720457311832;0;
91;149;2024-07-08 16:48:31.832;1720457311832;2024-07-08 16:48:31.833;1720457311833;1;2.96;0.02000022;2024-07-08 16:48:31.833;1720457311833;0;
92;150;2024-07-08 16:48:31.833;1720457311833;2024-07-08 16:48:31.858;1720457311858;25;2.98;0.01999998;2024-07-08 16:48:31.858;1720457311858;0;
92;151;2024-07-08 16:48:31.858;1720457311858;2024-07-08 16:48:31.859;1720457311859;1;3;0.01999998;2024-07-08 16:48:31.859;1720457311859;0;
93;152;2024-07-08 16:48:31.859;1720457311859;2024-07-08 16:48:31.898;1720457311898;39;3.02;0.01999998;2024-07-08 16:48:31.898;1720457311898;0;
94;153;2024-07-08 16:48:31.898;1720457311898;2024-07-08 16:48:31.926;1720457311926;28;3.04;0.01999998;2024-07-08 16:48:31.926;1720457311926;0;
94;154;2024-07-08 16:48:31.926;1720457311926;2024-07-08 16:48:31.927;1720457311927;1;3.06;0.01999998;2024-07-08 16:48:31.927;1720457311927;0;
95;155;2024-07-08 16:48:31.927;1720457311927;2024-07-08 16:48:31.966;1720457311966;38;3.08;0.01999998;2024-07-08 16:48:31.966;1720457311965;0;
95;156;2024-07-08 16:48:31.966;1720457311966;2024-07-08 16:48:31.967;1720457311967;2;3.1;0.01999998;2024-07-08 16:48:31.967;1720457311967;0;
96;157;2024-07-08 16:48:31.967;1720457311967;2024-07-08 16:48:32.006;1720457312006;39;3.12;0.01999998;2024-07-08 16:48:32.006;1720457312006;0;
97;158;2024-07-08 16:48:32.006;1720457312006;2024-07-08 16:48:32.030;1720457312030;24;3.14;0.01999998;2024-07-08 16:48:32.030;1720457312030;0;
97;159;2024-07-08 16:48:32.030;1720457312030;2024-07-08 16:48:32.032;1720457312032;2;3.16;0.01999998;2024-07-08 16:48:32.032;1720457312032;0;
98;160;2024-07-08 16:48:32.032;1720457312032;2024-07-08 16:48:32.058;1720457312058;26;3.18;0.01999998;2024-07-08 16:48:32.058;1720457312058;0;
98;161;2024-07-08 16:48:32.058;1720457312058;2024-07-08 16:48:32.059;1720457312059;1;3.2;0.01999998;2024-07-08 16:48:32.059;1720457312059;0;
99;162;2024-07-08 16:48:32.059;1720457312059;2024-07-08 16:48:32.098;1720457312098;39;3.22;0.02000022;2024-07-08 16:48:32.098;1720457312098;0;
100;163;2024-07-08 16:48:32.098;1720457312098;2024-07-08 16:48:32.140;1720457312140;42;3.24;0.01999998;2024-07-08 16:48:32.140;1720457312140;0;
100;164;2024-07-08 16:48:32.140;1720457312140;2024-07-08 16:48:32.142;1720457312142;2;3.26;0.01999998;2024-07-08 16:48:32.142;1720457312142;0;
101;165;2024-07-08 16:48:32.142;1720457312142;2024-07-08 16:48:32.167;1720457312167;25;3.28;0.01999998;2024-07-08 16:48:32.167;1720457312167;0;
101;166;2024-07-08 16:48:32.167;1720457312167;2024-07-08 16:48:32.167;1720457312168;0;3.3;0.01999998;2024-07-08 16:48:32.168;1720457312167;0;
102;167;2024-07-08 16:48:32.168;1720457312168;2024-07-08 16:48:32.201;1720457312201;34;3.32;0.01999998;2024-07-08 16:48:32.201;1720457312201;0;
103;168;2024-07-08 16:48:32.201;1720457312201;2024-07-08 16:48:32.236;1720457312236;35;3.34;0.01999998;2024-07-08 16:48:32.236;1720457312236;0;
