sep=;
FrameUpdate;FrameFixed;timestampStartCycle;timestampStartCycleMillisecond;timestampStartFixed;timestampStartFixedMillisecond;timestampDifference;timestampUnityTime;timestampUnityTimeDifference;OVRInputLTouchPositionX;OVRInputLTouchPositionY;OVRInputLTouchPositionZ;OVRInputLTouchSpeed;OVRInputLTouchVelocityX;OVRInputLTouchVelocityY;OVRInputLTouchVelocityZ;OVRInputLTouchAccelerationX;OVRInputLTouchAccelerationY;OVRInputLTouchAccelerationZ;OVRInputLTouchAccelerationStrength;OVRInputLTouchOrientationX;OVRInputLTouchOrientationY;OVRInputLTouchOrientationZ;OVRInputLTouchOrientationW;OVRInputLTouchAngSpeed;OVRInputLTouchAngVelocityX;OVRInputLTouchAngVelocityY;OVRInputLTouchAngVelocityZ;OVRInputLTouchAngAccelerationX;OVRInputLTouchAngAccelerationY;OVRInputLTouchAngAccelerationZ;OVRInputLTouchAngAccelerationStrength;OVRInputRTouchPositionX;OVRInputRTouchPositionY;OVRInputRTouchPositionZ;OVRInputRTouchSpeed;OVRInputRTouchVelocityX;OVRInputRTouchVelocityY;OVRInputRTouchVelocityZ;OVRInputRTouchAccelerationX;OVRInputRTouchAccelerationY;OVRInputRTouchAccelerationZ;OVRInputRTouchAccelerationStrength;OVRInputRTouchOrientationX;OVRInputRTouchOrientationY;OVRInputRTouchOrientationZ;OVRInputRTouchOrientationW;OVRInputRTouchAngSpeed;OVRInputRTouchAngVelocityX;OVRInputRTouchAngVelocityY;OVRInputRTouchAngVelocityZ;OVRInputRTouchAngAccelerationX;OVRInputRTouchAngAccelerationY;OVRInputRTouchAngAccelerationZ;OVRInputRTouchAngAccelerationStrength;RawButton.None;RawTouch.None;RawNearTouch.None;RawAxis1D.None;RawAxis2D.None;OVRNodeHeadPositionX;OVRNodeHeadPositionY;OVRNodeHeadPositionZ;OVRNodeHeadSpeed;OVRNodeHeadVelocityX;OVRNodeHeadVelocityY;OVRNodeHeadVelocityZ;OVRNodeHeadAccelerationX;OVRNodeHeadAccelerationY;OVRNodeHeadAccelerationZ;OVRNodeHeadAccelerationStrength;OVRNodeHeadOrientationX;OVRNodeHeadOrientationY;OVRNodeHeadOrientationZ;OVRNodeHeadOrientationW;OVRNodeHeadAngSpeed;OVRNodeHeadAngVelocityX;OVRNodeHeadAngVelocityY;OVRNodeHeadAngVelocityZ;OVRNodeHeadAngAccelerationX;OVRNodeHeadAngAccelerationY;OVRNodeHeadAngAccelerationZ;OVRNodeHeadAngAccelerationStrength;timestampEndFixed;timestampEndFixedMillisecond;teleportInfo;Command
10;14;2024-09-23 14:12:30.861;1727100750861;2024-09-23 14:12:30.862;1727100750862;1;0.26;0.02;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-0.02914388;1.130253;-0.02305036;0.01321111;0.008218683;-0.007141844;-0.007482035;0;0;0;0;-0.09560532;0.01254709;0.06151249;0.9934376;0.08277453;-0.07576862;-0.02659215;0.02008975;0;0;0;0;2024-09-23 14:12:30.862;1727100750862;0;
11;15;2024-09-23 14:12:30.862;1727100750862;2024-09-23 14:12:30.918;1727100750918;56;0.28;0.02000001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-0.02877951;1.12995;-0.02276186;0.01309014;0.00882346;-0.006849542;-0.006825105;0;0;0;0;-0.09404304;0.01299854;0.06167933;0.9935706;0.07583179;-0.07384807;-0.01383484;0.01027233;0;0;0;0;2024-09-23 14:12:30.918;1727100750918;0;
11;16;2024-09-23 14:12:30.918;1727100750918;2024-09-23 14:12:30.918;1727100750918;0;0.3;0.01999998;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-0.02877951;1.12995;-0.02276186;0.01309014;0.00882346;-0.006849542;-0.006825105;0;0;0;0;-0.09404304;0.01299854;0.06167933;0.9935706;0.07583179;-0.07384807;-0.01383484;0.01027233;0;0;0;0;2024-09-23 14:12:30.919;1727100750918;0;
12;17;2024-09-23 14:12:30.919;1727100750919;2024-09-23 14:12:30.959;1727100750959;41;0.32;0.02000001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-0.0281926;1.129487;-0.0223756;0.01235001;0.009071911;-0.006069312;-0.005778116;0;0;0;0;-0.09164038;0.01355455;0.06138526;0.9938059;0.07178618;-0.07026462;-0.0115752;-0.009063917;0;0;0;0;2024-09-23 14:12:30.959;1727100750959;0;
13;18;2024-09-23 14:12:30.959;1727100750959;2024-09-23 14:12:31.001;1727100751001;42;0.34;0.02000001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-0.02792991;1.129324;-0.0222568;0.01209416;0.009376754;-0.005885143;-0.004869331;0;0;0;0;-0.09082764;0.01378669;0.0608334;0.9939113;0.07140433;-0.06407753;-0.01430672;-0.02807076;0;0;0;0;2024-09-23 14:12:31.001;1727100751001;0;
13;19;2024-09-23 14:12:31.001;1727100751001;2024-09-23 14:12:31.002;1727100751002;1;0.36;0.01999998;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-0.02792991;1.129324;-0.0222568;0.01209416;0.009376754;-0.005885143;-0.004869331;0;0;0;0;-0.09082764;0.01378669;0.0608334;0.9939113;0.07140433;-0.06407753;-0.01430672;-0.02807076;0;0;0;0;2024-09-23 14:12:31.002;1727100751002;0;
14;20;2024-09-23 14:12:31.002;1727100751002;2024-09-23 14:12:31.043;1727100751043;41;0.38;0.02000001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-0.02754957;1.129119;-0.02207862;0.0110607;0.009260572;-0.004705079;-0.003800399;0;0;0;0;-0.089704;0.01435669;0.0599392;0.9940596;0.07407914;-0.05573279;-0.0266477;-0.04088368;0;0;0;0;2024-09-23 14:12:31.043;1727100751043;0;
14;21;2024-09-23 14:12:31.043;1727100751043;2024-09-23 14:12:31.044;1727100751044;1;0.4;0.01999998;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-0.02754957;1.129119;-0.02207862;0.0110607;0.009260572;-0.004705079;-0.003800399;0;0;0;0;-0.089704;0.01435669;0.0599392;0.9940596;0.07407914;-0.05573279;-0.0266477;-0.04088368;0;0;0;0;2024-09-23 14:12:31.044;1727100751044;0;
15;22;2024-09-23 14:12:31.044;1727100751044;2024-09-23 14:12:31.084;1727100751084;40;0.42;0.02000001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-0.02713662;1.128782;-0.02179221;0.01018428;0.008459646;-0.004733737;-0.003121795;0;0;0;0;-0.08818167;0.01529587;0.05886997;0.9942456;0.07452927;-0.05667647;-0.0334551;-0.03497351;0;0;0;0;2024-09-23 14:12:31.085;1727100751084;0;
16;23;2024-09-23 14:12:31.085;1727100751085;2024-09-23 14:12:31.141;1727100751141;57;0.44;0.02000001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-0.02694167;1.128686;-0.02174842;0.008597008;0.007117814;-0.004372198;-0.002032032;0;0;0;0;-0.08767895;0.01590364;0.05840644;0.9943079;0.06743894;-0.04189552;-0.04306445;-0.03063053;0;0;0;0;2024-09-23 14:12:31.141;1727100751141;0;
16;24;2024-09-23 14:12:31.141;1727100751141;2024-09-23 14:12:31.142;1727100751142;1;0.46;0.01999998;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-0.02694167;1.128686;-0.02174842;0.008597008;0.007117814;-0.004372198;-0.002032032;0;0;0;0;-0.08767895;0.01590364;0.05840644;0.9943079;0.06743894;-0.04189552;-0.04306445;-0.03063053;0;0;0;0;2024-09-23 14:12:31.142;1727100751142;0;
17;25;2024-09-23 14:12:31.142;1727100751142;2024-09-23 14:12:31.197;1727100751197;55;0.48;0.02000001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-0.02647981;1.128522;-0.02153981;0.006991254;0.006277637;0.001039769;-0.002896169;0;0;0;0;-0.08727984;0.0174656;0.05739679;0.9943756;0.06002942;-0.003595249;-0.05182358;-0.03008193;0;0;0;0;2024-09-23 14:12:31.197;1727100751197;0;
17;26;2024-09-23 14:12:31.197;1727100751197;2024-09-23 14:12:31.198;1727100751198;1;0.5;0.02000001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-0.02647981;1.128522;-0.02153981;0.006991254;0.006277637;0.001039769;-0.002896169;0;0;0;0;-0.08727984;0.0174656;0.05739679;0.9943756;0.06002942;-0.003595249;-0.05182358;-0.03008193;0;0;0;0;2024-09-23 14:12:31.199;1727100751198;0;
18;27;2024-09-23 14:12:31.199;1727100751199;2024-09-23 14:12:31.243;1727100751243;45;0.52;0.01999998;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-0.02618344;1.128562;-0.02145103;0.005758639;0.005545814;0.000335123;-0.001514453;0;0;0;0;-0.08693787;0.01879917;0.05666773;0.994423;0.05528952;-0.01376417;-0.04903774;-0.02151229;0;0;0;0;2024-09-23 14:12:31.244;1727100751243;0;
19;28;2024-09-23 14:12:31.244;1727100751244;2024-09-23 14:12:31.299;1727100751299;56;0.54;0.01999998;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-0.02601288;1.128476;-0.0214732;0.003530816;0.003379878;-0.0009233361;0.0004365051;0;0;0;0;-0.08632947;0.01995014;0.05620686;0.9944798;0.04924276;-0.02282743;-0.0406594;-0.01582945;0;0;0;0;2024-09-23 14:12:31.299;1727100751299;0;
